Lead Origin,Lead Source,Converted,Last Activity,Specialization,What is your current occupation,Tags,A free copy of Mastering The Interview,Engagement Score,Lead Quality Score
Landing Page Submission,Google,0,Email Bounced,Finance Management,Unemployed,number not provided,0,3.8833333333333333,2
Landing Page Submission,Google,1,SMS Sent,Human Resource Management,Other,Will revert after reading the email,0,328.0,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Business Administration,Working Professional,Will revert after reading the email,1,436.25,3
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Human Resource Management,Student,Interested in other courses,1,65.06666666666666,1
Landing Page Submission,Direct Traffic,0,Email Opened,Not Specified,Other,Ringing,1,30.666666666666668,2
Lead Add Form,Reference,1,SMS Sent,Healthcare Management,Unemployed,Will revert after reading the email,0,0.0,1
Landing Page Submission,Direct Traffic,1,SMS Sent,E-COMMERCE,Other,Will revert after reading the email,1,42.0,3
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Other,Ringing,1,778.95,2
Landing Page Submission,Organic Search,1,Email Link Clicked,Operations Management,Unemployed,Will revert after reading the email,1,327.2,1
Landing Page Submission,Direct Traffic,0,Email Opened,Supply Chain Management,Unemployed,Ringing,1,37.333333333333336,3
Landing Page Submission,Direct Traffic,0,Converted to Lead,Business Administration,Other,Ringing,1,4.183333333333334,2
API,Olark Chat,0,Email Bounced,Not Specified,Other,Ringing,0,0.0,2
Lead Add Form,Reference,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,4
API,Google,0,Converted to Lead,Not Specified,Other,Ringing,0,30.866666666666667,2
API,Google,0,Email Opened,Finance Management,Unemployed,Interested  in full time MBA,0,7.666666666666667,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Organic Search,0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,1,24.6,3
Landing Page Submission,Google,0,Email Opened,"Banking, Investment And Insurance",Unemployed,Ringing,0,7.05,2
API,Google,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,8.25,2
Landing Page Submission,Organic Search,1,Page Visited on Website,Travel and Tourism,Unemployed,Will revert after reading the email,1,2441.8333333333335,4
Landing Page Submission,Organic Search,1,Converted to Lead,Hospitality Management,Other,Will revert after reading the email,1,508.75000000000006,3
API,Google,0,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,9.933333333333334,2
API,Google,0,Email Opened,Finance Management,Unemployed,Ringing,0,20.30466666666667,2
Landing Page Submission,Direct Traffic,0,Email Opened,Media and Advertising,Unemployed,Ringing,1,78.66666666666667,3
API,Google,0,Email Opened,Finance Management,Unemployed,Ringing,0,117.75,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Already a student,0,0.0,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Closed by Horizzon,0,0.0,3
API,Google,0,Olark Chat Conversation,Finance Management,Unemployed,Graduation in progress,0,6.0,2
Landing Page Submission,Google,0,SMS Sent,Media and Advertising,Other,Ringing,1,10.2,2
Lead Add Form,Welingak Website,0,SMS Sent,Finance Management,Unemployed,Ringing,0,0.0,2
API,Google,1,SMS Sent,Hospitality Management,Unemployed,Will revert after reading the email,0,775.2,3
API,Google,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,80.4,2
API,Olark Chat,0,Page Visited on Website,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,0,Form Submitted on Website,Healthcare Management,Other,Ringing,0,11.933333333333334,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Direct Traffic,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,10.133333333333333,3
Landing Page Submission,Google,1,Email Opened,Travel and Tourism,Unemployed,Will revert after reading the email,0,542.9166666666666,4
Landing Page Submission,Google,1,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,0,295.8666666666667,3
API,Olark Chat,0,Olark Chat Conversation,IT Projects Management,Businessman,Will revert after reading the email,0,0.0,4
Landing Page Submission,Direct Traffic,0,Email Opened,Operations Management,Other,Ringing,1,27.15,2
Landing Page Submission,Direct Traffic,0,Email Opened,E-Business,Unemployed,Interested in other courses,1,51.8,4
Landing Page Submission,Google,0,Email Opened,Media and Advertising,Other,Ringing,1,630.0,2
Landing Page Submission,Google,1,SMS Sent,IT Projects Management,Unemployed,Will revert after reading the email,1,86.39999999999999,2
Lead Add Form,Welingak Website,1,Modified,Finance Management,Unemployed,Closed by Horizzon,0,161.2099679204135,3
Landing Page Submission,Direct Traffic,1,Email Opened,Marketing Management,Other,Lost to EINS,0,90.706,3
API,Google,0,Page Visited on Website,Finance Management,Unemployed,Interested in other courses,0,20.549999999999997,2
Landing Page Submission,Google,0,Page Visited on Website,Human Resource Management,Other,Ringing,0,115.80000000000001,2
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,Healthcare Management,Other,Ringing,1,6.333333333333333,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,1,205.95,3
Landing Page Submission,Direct Traffic,0,Converted to Lead,Not Specified,Other,Ringing,0,2.2666666666666666,2
Landing Page Submission,Direct Traffic,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,1,257.3333333333333,4
Landing Page Submission,youtubechannel,0,Unsubscribed,Business Administration,Other,Ringing,0,64.93333333333334,2
Landing Page Submission,Direct Traffic,0,Email Opened,Operations Management,Other,Ringing,1,10.266666666666667,2
Landing Page Submission,Google,0,Email Link Clicked,Business Administration,Unemployed,Ringing,0,113.13333333333334,2
Landing Page Submission,Google,0,Converted to Lead,Travel and Tourism,Unemployed,Interested in other courses,0,34.0,2
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Travel and Tourism,Unemployed,Will revert after reading the email,1,478.74999999999994,1
Landing Page Submission,Organic Search,0,Email Opened,Healthcare Management,Other,Ringing,1,230.66666666666666,2
Landing Page Submission,Direct Traffic,0,Email Opened,Marketing Management,Unemployed,invalid number,1,16.333333333333332,0
Landing Page Submission,Organic Search,0,Email Bounced,Media and Advertising,Unemployed,invalid number,1,49.53333333333333,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,1,166.35000000000002,3
API,bing,0,Converted to Lead,Not Specified,Other,Ringing,0,7.633333333333334,2
Landing Page Submission,Direct Traffic,0,Email Opened,Finance Management,Unemployed,Already a student,1,54.75,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,0,Email Opened,Human Resource Management,Unemployed,Ringing,0,26.4,2
Landing Page Submission,Google,0,Email Opened,Marketing Management,Other,Ringing,0,55.46666666666667,2
Landing Page Submission,Organic Search,1,SMS Sent,Media and Advertising,Unemployed,Graduation in progress,1,502.9166666666667,4
Landing Page Submission,Direct Traffic,1,Email Opened,Operations Management,Other,Will revert after reading the email,1,98.33333333333333,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,1,76.4,3
Landing Page Submission,Google,0,Page Visited on Website,Finance Management,Unemployed,Ringing,0,4.2,2
Landing Page Submission,Google,1,SMS Sent,Hospitality Management,Unemployed,Will revert after reading the email,0,235.2,4
Landing Page Submission,Google,0,Email Opened,Media and Advertising,Other,Ringing,1,31.6,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Marketing Management,Unemployed,Already a student,1,19.066666666666666,0
Landing Page Submission,Google,1,Email Opened,Operations Management,Other,Lost to EINS,1,491.24999999999994,3
Landing Page Submission,Direct Traffic,0,Converted to Lead,Marketing Management,Unemployed,Ringing,0,49.949999999999996,2
API,Google,0,Converted to Lead,Finance Management,Unemployed,Interested in other courses,0,4.583333333333333,3
Landing Page Submission,Organic Search,1,Email Opened,Travel and Tourism,Unemployed,Will revert after reading the email,0,1016.75,4
Lead Add Form,Reference,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,4
Landing Page Submission,Google,0,Form Submitted on Website,IT Projects Management,Other,Ringing,0,92.0,2
Landing Page Submission,Google,0,Email Bounced,E-Business,Unemployed,wrong number given,1,38.1,3
Landing Page Submission,Google,1,Email Opened,Marketing Management,Other,Will revert after reading the email,0,346.31566666666674,3
Landing Page Submission,Direct Traffic,0,Email Bounced,IT Projects Management,Unemployed,Already a student,1,42.0,0
Landing Page Submission,Google,1,SMS Sent,Business Administration,Other,Will revert after reading the email,0,171.45000000000002,3
Landing Page Submission,Google,0,Email Opened,Operations Management,Other,Ringing,0,22.200000000000003,2
API,Organic Search,0,Page Visited on Website,Not Specified,Other,Ringing,0,2.2,2
Lead Add Form,Reference,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,4
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,29.4,2
Landing Page Submission,Google,0,Page Visited on Website,Human Resource Management,Unemployed,Ringing,0,486.73499999999996,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Lead Add Form,Reference,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,4
Landing Page Submission,Direct Traffic,1,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,1,189.9,3
Landing Page Submission,Google,0,Email Opened,Marketing Management,Other,Ringing,0,48.6,2
Landing Page Submission,Direct Traffic,1,Converted to Lead,Finance Management,Unemployed,Lost to EINS,0,24.15,1
Landing Page Submission,Google,0,Email Opened,Human Resource Management,Unemployed,Graduation in progress,1,64.2,0
Landing Page Submission,Google,0,Email Opened,Human Resource Management,Other,Ringing,0,107.4,2
Landing Page Submission,Organic Search,1,Page Visited on Website,IT Projects Management,Unemployed,Will revert after reading the email,0,153.20000000000002,4
Landing Page Submission,Google,0,SMS Sent,Human Resource Management,Other,Ringing,0,294.45000000000005,2
Landing Page Submission,Google,0,Form Submitted on Website,Marketing Management,Unemployed,Ringing,0,65.41666666666667,3
Landing Page Submission,Direct Traffic,0,Email Opened,International Business,Unemployed,Already a student,1,54.449999999999996,2
Landing Page Submission,Google,0,SMS Sent,Finance Management,Unemployed,Interested in other courses,0,13.533333333333333,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Human Resource Management,Other,Ringing,1,176.1,2
Landing Page Submission,Google,0,Converted to Lead,Finance Management,Other,Ringing,0,70.625,2
Landing Page Submission,Google,1,Email Opened,Marketing Management,Other,Will revert after reading the email,0,198.14999999999998,3
API,Olark Chat,0,Email Bounced,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Rural and Agribusiness,Unemployed,Will revert after reading the email,1,76.2,3
Landing Page Submission,Direct Traffic,0,Email Link Clicked,Human Resource Management,Other,Ringing,1,10.2,2
Landing Page Submission,Direct Traffic,0,Unreachable,Finance Management,Other,Ringing,1,195.75,2
Landing Page Submission,Direct Traffic,0,Email Bounced,Not Specified,Other,Ringing,0,1.25,2
Landing Page Submission,Organic Search,0,Email Opened,Human Resource Management,Unemployed,switched off,1,211.46666666666667,3
Landing Page Submission,Direct Traffic,0,Email Opened,"Banking, Investment And Insurance",Unemployed,Already a student,1,75.41666666666667,2
Landing Page Submission,Direct Traffic,1,SMS Sent,IT Projects Management,Unemployed,Will revert after reading the email,0,77.73333333333333,4
Landing Page Submission,bing,1,SMS Sent,Media and Advertising,Unemployed,Will revert after reading the email,0,59.85,3
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Closed by Horizzon,0,0.0,4
Landing Page Submission,Direct Traffic,1,SMS Sent,Healthcare Management,Other,Will revert after reading the email,1,106.64999999999999,3
Landing Page Submission,Direct Traffic,0,SMS Sent,Operations Management,Unemployed,Ringing,1,8.6,2
Landing Page Submission,Organic Search,0,Converted to Lead,Travel and Tourism,Unemployed,Ringing,1,62.25,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Travel and Tourism,Unemployed,Will revert after reading the email,1,18.933333333333334,4
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Other,Ringing,1,74.55,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,1,1535.0,3
Landing Page Submission,Google,0,Email Opened,Marketing Management,Unemployed,Busy,0,37.95,3
Landing Page Submission,Organic Search,1,Email Bounced,Travel and Tourism,Unemployed,Will revert after reading the email,0,178.33333333333334,3
Landing Page Submission,Google,0,Email Bounced,Business Administration,Other,Ringing,0,9.0,2
API,Olark Chat,0,Email Link Clicked,Finance Management,Unemployed,Ringing,0,0.0,3
API,Google,0,Email Opened,Business Administration,Unemployed,Interested  in full time MBA,1,99.07499999999999,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,0,Converted to Lead,"Banking, Investment And Insurance",Other,Ringing,0,4.866666666666666,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Business Administration,Other,Ringing,1,25.2,2
API,Google,1,Email Link Clicked,Human Resource Management,Other,Will revert after reading the email,0,269.6,3
API,Google,1,SMS Sent,Not Specified,Other,Will revert after reading the email,0,80.93333333333334,3
Landing Page Submission,Google,0,Email Opened,Supply Chain Management,Unemployed,Ringing,0,26.133333333333333,2
Landing Page Submission,Direct Traffic,0,Email Opened,Operations Management,Unemployed,Ringing,1,80.06666666666666,2
API,Google,0,Email Opened,Finance Management,Unemployed,Ringing,0,24.6,2
API,bing,0,Page Visited on Website,Not Specified,Other,Ringing,0,53.7,2
Landing Page Submission,Google,0,Email Opened,Marketing Management,Other,Ringing,0,4.077500000000001,2
Landing Page Submission,Direct Traffic,0,Email Opened,Media and Advertising,Other,Ringing,0,8.85,2
API,Organic Search,1,Email Opened,Media and Advertising,Housewife,Will revert after reading the email,0,280.20000000000005,1
Landing Page Submission,Direct Traffic,1,Email Opened,Operations Management,Unemployed,Will revert after reading the email,1,146.53333333333333,1
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Finance Management,Unemployed,Will revert after reading the email,1,27.2,3
Landing Page Submission,Direct Traffic,0,Converted to Lead,Finance Management,Other,Ringing,1,127.2,2
Landing Page Submission,Google,1,SMS Sent,Hospitality Management,Other,Will revert after reading the email,0,454.1666666666667,3
Landing Page Submission,Google,1,Email Opened,Marketing Management,Unemployed,Lost to EINS,0,281.3333333333333,3
Lead Add Form,Reference,1,Email Opened,Operations Management,Working Professional,Closed by Horizzon,0,0.0,4
Landing Page Submission,Organic Search,0,Unreachable,Operations Management,Other,Ringing,1,587.5,2
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,17.4,2
API,Organic Search,0,SMS Sent,Finance Management,Unemployed,Ringing,0,9.6,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Organic Search,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,143.1,4
Landing Page Submission,Direct Traffic,1,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,1,310.41666666666663,3
Lead Add Form,Reference,1,SMS Sent,Marketing Management,Working Professional,Will revert after reading the email,0,0.0,3
Landing Page Submission,Organic Search,0,Email Opened,Travel and Tourism,Other,Ringing,1,28.266666666666666,2
API,Google,1,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,0,46.5,4
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Lead Add Form,Reference,1,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Organic Search,0,Converted to Lead,Operations Management,Other,Ringing,0,1.2666666666666666,2
API,Google,0,SMS Sent,Finance Management,Unemployed,Ringing,0,10.5,2
Landing Page Submission,Direct Traffic,0,SMS Sent,"Banking, Investment And Insurance",Other,Ringing,1,73.86666666666666,2
Lead Add Form,Reference,1,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Direct Traffic,0,Email Opened,Business Administration,Other,Ringing,0,30.416666666666664,2
Landing Page Submission,Google,0,Unsubscribed,Business Administration,Unemployed,Already a student,0,57.45,0
Landing Page Submission,Organic Search,0,Page Visited on Website,Human Resource Management,Other,Ringing,1,82.66666666666667,2
Lead Add Form,Reference,1,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,0,0.0,3
Lead Add Form,Welingak Website,1,SMS Sent,Finance Management,Unemployed,Closed by Horizzon,0,0.0,3
Landing Page Submission,Google,1,Email Opened,International Business,Other,Will revert after reading the email,1,630.9,3
API,Google,0,Page Visited on Website,Finance Management,Unemployed,Interested in other courses,0,118.95,0
Landing Page Submission,Google,1,Email Opened,Finance Management,Unemployed,Closed by Horizzon,0,424.37500000000006,3
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Lost to EINS,0,0.0,3
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
API,Google,0,Email Opened,Not Specified,Other,Ringing,0,42.06666666666667,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Graduation in progress,0,0.0,0
Landing Page Submission,Google,0,SMS Sent,Operations Management,Unemployed,opp hangup,0,47.46666666666667,0
API,Organic Search,0,Email Opened,Finance Management,Unemployed,Interested in other courses,0,111.2,2
Landing Page Submission,Google,0,Email Opened,Operations Management,Other,Ringing,0,25.833333333333336,2
API,bing,0,Email Opened,Finance Management,Unemployed,Already a student,0,2.933333333333333,2
Landing Page Submission,Direct Traffic,0,Email Link Clicked,Marketing Management,Other,Ringing,1,40.35833333333333,2
API,Olark Chat,0,Email Opened,Not Specified,Other,Ringing,0,0.0,2
API,Google,1,SMS Sent,Finance Management,Unemployed,Lost to EINS,0,53.733333333333334,4
Landing Page Submission,Google,0,Email Opened,Operations Management,Unemployed,Ringing,0,99.58333333333333,3
API,Google,0,Converted to Lead,Not Specified,Other,Ringing,0,5.266666666666667,2
Landing Page Submission,Organic Search,0,Email Opened,International Business,Unemployed,Ringing,1,34.166666666666664,2
Landing Page Submission,Google,0,Email Opened,Not Specified,Other,Ringing,0,73.6,2
Landing Page Submission,Organic Search,0,SMS Sent,Travel and Tourism,Unemployed,Interested  in full time MBA,1,41.55,2
Landing Page Submission,Google,1,Email Opened,E-Business,Unemployed,Closed by Horizzon,0,35.1,3
Landing Page Submission,Google,1,SMS Sent,Business Administration,Unemployed,Will revert after reading the email,0,107.26666666666667,3
Landing Page Submission,Google,1,Email Opened,Supply Chain Management,Unemployed,Closed by Horizzon,0,144.45000000000002,1
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Lead Add Form,Reference,1,SMS Sent,Human Resource Management,Working Professional,Will revert after reading the email,0,0.0,3
Lead Add Form,Reference,1,Email Opened,Marketing Management,Student,Will revert after reading the email,0,0.0,1
Landing Page Submission,Direct Traffic,1,SMS Sent,E-COMMERCE,Unemployed,Will revert after reading the email,1,271.73333333333335,3
Landing Page Submission,Organic Search,0,SMS Sent,Travel and Tourism,Unemployed,Interested  in full time MBA,1,104.1,0
Landing Page Submission,Direct Traffic,1,Converted to Lead,"Banking, Investment And Insurance",Unemployed,Lost to EINS,0,19.65,3
Landing Page Submission,Google,0,Email Opened,Travel and Tourism,Other,Ringing,0,27.466666666666665,2
Landing Page Submission,Organic Search,0,Page Visited on Website,Healthcare Management,Other,Ringing,1,16.95,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Google,1,SMS Sent,Operations Management,Working Professional,Lost to EINS,0,261.3,3
Landing Page Submission,Direct Traffic,0,Email Opened,"Banking, Investment And Insurance",Unemployed,Graduation in progress,1,4.083333333333333,0
Landing Page Submission,Direct Traffic,0,Email Opened,Healthcare Management,Other,Ringing,1,17.933333333333334,2
Landing Page Submission,Direct Traffic,0,Email Opened,Human Resource Management,Other,Ringing,1,2.3333333333333335,2
Landing Page Submission,Google,1,Email Opened,Marketing Management,Unemployed,Lost to EINS,0,87.08333333333333,2
API,Olark Chat,0,Olark Chat Conversation,Finance Management,Unemployed,Interested in other courses,0,0.0,2
Landing Page Submission,Direct Traffic,0,Converted to Lead,Human Resource Management,Unemployed,Not doing further education,1,18.533333333333335,2
Landing Page Submission,Direct Traffic,1,SMS Sent,International Business,Unemployed,Will revert after reading the email,1,277.3333333333333,1
Landing Page Submission,Direct Traffic,1,Email Opened,Marketing Management,Unemployed,Closed by Horizzon,1,272.64883333333336,4
Landing Page Submission,Organic Search,0,Email Opened,Finance Management,Other,Ringing,0,7.2,2
Landing Page Submission,Direct Traffic,0,Email Opened,Finance Management,Unemployed,Ringing,1,12.133333333333333,3
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,2
Landing Page Submission,Organic Search,0,Email Opened,Supply Chain Management,Unemployed,Ringing,1,24.9,2
Landing Page Submission,Direct Traffic,0,Page Visited on Website,E-COMMERCE,Unemployed,number not provided,0,181.8,2
Landing Page Submission,Google,0,Email Opened,"Banking, Investment And Insurance",Other,Ringing,0,46.650000000000006,2
Landing Page Submission,Organic Search,0,Page Visited on Website,Human Resource Management,Other,Ringing,1,220.8,2
Landing Page Submission,Direct Traffic,1,Email Opened,Supply Chain Management,Working Professional,Will revert after reading the email,0,103.46666666666667,4
API,Olark Chat,0,Email Bounced,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,Finance Management,Other,Ringing,1,89.53333333333333,2
API,Olark Chat,1,Email Opened,"Banking, Investment And Insurance",Unemployed,Lost to EINS,0,9.3,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Operations Management,Unemployed,Lost to EINS,1,83.80499999999999,3
Landing Page Submission,Google,0,Email Opened,Finance Management,Working Professional,Ringing,0,65.33333333333333,3
API,Olark Chat,0,Page Visited on Website,Not Specified,Other,Ringing,0,4.733333333333333,2
Landing Page Submission,Organic Search,0,Email Opened,Operations Management,Unemployed,Ringing,1,94.58333333333333,2
Landing Page Submission,Direct Traffic,0,Email Opened,Supply Chain Management,Other,Ringing,1,70.93333333333334,2
Landing Page Submission,Google,0,Form Submitted on Website,Marketing Management,Other,Ringing,0,48.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,Human Resource Management,Unemployed,Ringing,1,26.4,2
Landing Page Submission,Google,0,Email Opened,IT Projects Management,Unemployed,Diploma holder (Not Eligible),0,99.73333333333333,2
Landing Page Submission,Google,0,Email Opened,International Business,Unemployed,Diploma holder (Not Eligible),1,741.6,4
Landing Page Submission,Google,0,Email Opened,Marketing Management,Other,Ringing,0,20.266666666666666,2
Landing Page Submission,Direct Traffic,1,Email Opened,E-COMMERCE,Other,Will revert after reading the email,1,171.9,3
Landing Page Submission,Google,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,0,39.3,3
Landing Page Submission,Organic Search,0,Converted to Lead,International Business,Unemployed,Already a student,1,16.666666666666668,2
API,Google,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,119.2,3
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
API,Google,0,Email Opened,Finance Management,Unemployed,Ringing,0,83.46666666666667,2
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
API,Google,1,SMS Sent,Not Specified,Other,Will revert after reading the email,0,26.5,3
API,Olark Chat,1,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Direct Traffic,0,Email Opened,Marketing Management,Other,Ringing,1,11.325,2
API,Google,1,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,0,96.66666666666667,4
Landing Page Submission,Direct Traffic,1,SMS Sent,"Banking, Investment And Insurance",Other,Will revert after reading the email,1,28.05,3
Landing Page Submission,Direct Traffic,0,Email Opened,Supply Chain Management,Unemployed,Already a student,1,56.53333333333333,2
API,Olark Chat,0,Olark Chat Conversation,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,202.95000000000002,3
Landing Page Submission,Organic Search,0,Converted to Lead,Human Resource Management,Unemployed,Diploma holder (Not Eligible),1,19.8,0
API,Olark Chat,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Direct Traffic,1,SMS Sent,Finance Management,Working Professional,Will revert after reading the email,1,126.53333333333333,3
API,Google,0,Email Opened,Finance Management,Unemployed,Ringing,0,4.6,2
Landing Page Submission,Direct Traffic,0,Email Opened,Operations Management,Other,Ringing,1,20.7,2
Landing Page Submission,Direct Traffic,1,Unreachable,Supply Chain Management,Unemployed,Closed by Horizzon,1,157.35000000000002,3
API,Organic Search,0,Email Opened,Finance Management,Unemployed,switched off,0,3.066666666666667,2
Lead Add Form,Reference,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
Landing Page Submission,Google,0,Page Visited on Website,Human Resource Management,Other,Ringing,0,54.9,2
Landing Page Submission,Direct Traffic,1,Email Opened,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,1,20.85,3
Lead Add Form,Reference,0,Email Opened,Finance Management,Unemployed,Will revert after reading the email,0,0.0,4
Landing Page Submission,Google,0,Email Opened,Finance Management,Other,Ringing,0,432.8,2
Landing Page Submission,Direct Traffic,1,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,0,84.73333333333333,3
Landing Page Submission,Direct Traffic,0,Page Visited on Website,Travel and Tourism,Other,Ringing,1,778.125,2
Landing Page Submission,Direct Traffic,1,Email Opened,Finance Management,Working Professional,Lost to EINS,1,38.54166666666667,3
Landing Page Submission,Organic Search,0,Email Opened,Retail Management,Other,Ringing,1,174.93333333333334,2
API,Olark Chat,0,Email Bounced,Not Specified,Other,Ringing,0,0.0,2
Landing Page Submission,Google,0,Converted to Lead,Marketing Management,Unemployed,Diploma holder (Not Eligible),0,30.066666666666666,2
Landing Page Submission,Direct Traffic,0,SMS Sent,IT Projects Management,Unemployed,Ringing,1,79.46666666666667,2
Landing Page Submission,Organic Search,0,Email Opened,Healthcare Management,Other,Ringing,1,544.95,2
Landing Page Submission,Google,1,Page Visited on Website,Human Resource Management,Other,Will revert after reading the email,0,96.0,3
API,Google,1,Page Visited on Website,Human Resource Management,Working Professional,Will revert after reading the email,0,135.2,1
Lead Add Form,Welingak Website,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,0.0,3
API,Google,1,Email Opened,Not Specified,Other,Lost to EINS,0,85.13333333333334,3
API,Organic Search,1,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,0,884.25,2
Landing Page Submission,Organic Search,1,SMS Sent,International Business,Unemployed,Will revert after reading the email,1,168.53333333333333,4
Landing Page Submission,Google,1,SMS Sent,Human Resource Management,Other,Will revert after reading the email,0,59.61666666666666,3
API,Olark Chat,0,Email Opened,Finance Management,Unemployed,Ringing,0,0.0,2
Landing Page Submission,Direct Traffic,0,Email Opened,IT Projects Management,Unemployed,Already a student,1,21.733333333333334,0
